epoch,model,train_accuracy,train_loss,train_top2,train_f1,val_accuracy,val_loss,val_top2,val_f1,epoch_time_sec
6,DeeperCNN,0.5019980818414322,1.833859139543665,0.643781969309463,0.4967865253480454,0.4152070063694267,2.280891186872106,0.5488654458598726,0.4071183603970263,24.272130250930783
7,DeeperCNN,0.5345668158567775,1.694896353175268,0.6755914322250639,0.5298890483571947,0.4205812101910828,2.3170869130237848,0.5535429936305732,0.4169217795654334,23.68623900413513
8,DeeperCNN,0.5638786764705882,1.564497091809807,0.7045436381074168,0.560189720829837,0.426453025477707,2.295121098779569,0.5607085987261147,0.4202443322804676,23.67552924156189
9,DeeperCNN,0.5892343350383632,1.4503638960821243,0.7285206202046036,0.5859721286407621,0.4221735668789809,2.405095082179756,0.5583200636942676,0.4172332296136763,23.7073781490326
1,DeeperDropoutCNN,0.087056425831202,3.972228488348939,0.1476782289002557,0.0731484063878839,0.1868033439490445,3.416259597061546,0.2868232484076433,0.1557344094899446,24.839665174484253
2,DeeperDropoutCNN,0.1851622442455243,3.3715228003918973,0.2833479859335038,0.1683482079756033,0.2643312101910828,3.0019886144407235,0.3793789808917197,0.2473526779956459,23.81193518638611
3,DeeperDropoutCNN,0.2395100703324808,3.061579929898157,0.3536604859335038,0.2235899142637872,0.297671178343949,2.789786439033071,0.4228702229299363,0.2813944018928762,26.314538717269897
4,DeeperDropoutCNN,0.2751958120204603,2.87151253497814,0.3982976342710997,0.261261754924541,0.3419585987261146,2.5949476524523107,0.46765525477707,0.3255060430932643,26.36450147628784
5,DeeperDropoutCNN,0.3055266943734015,2.718051403684689,0.4326446611253197,0.2915261527092433,0.3665406050955414,2.481812229581699,0.4973128980891719,0.350136035863861,25.058960914611816
6,DeeperDropoutCNN,0.3267463235294117,2.604756037292578,0.4614170396419437,0.314288735695365,0.3811703821656051,2.415077032556959,0.513734076433121,0.3656620101723567,25.060521125793457
7,DeeperDropoutCNN,0.3513427109974424,2.498678295508675,0.4846347506393862,0.338839138454386,0.384952229299363,2.3716286587867006,0.5201035031847133,0.3689096157657739,26.4652259349823
8,DeeperDropoutCNN,0.3691056585677749,2.3981926650037546,0.506573689258312,0.3577444692050521,0.4004777070063694,2.3238308437310966,0.538515127388535,0.3893646873116418,25.55892515182495
9,DeeperDropoutCNN,0.3838914641943734,2.325375197031309,0.5238171355498721,0.3737995715178719,0.4010748407643312,2.31223309571576,0.5416003184713376,0.3933112293131491,24.17131209373474
10,DeeperDropoutCNN,0.3965992647058823,2.260970428929,0.5349464514066496,0.3862923081404493,0.4198845541401274,2.2429863055040884,0.5536425159235668,0.4156640787649624,23.76435160636902
11,DeeperDropoutCNN,0.4104459718670076,2.18866522065209,0.5532289002557544,0.4009791744345872,0.4222730891719745,2.241093008381546,0.5498606687898089,0.4190782844125726,23.74744820594788
12,DeeperDropoutCNN,0.4224144820971867,2.126525980127437,0.566096547314578,0.413277501794062,0.418889331210191,2.242268109017876,0.5498606687898089,0.4081291811980884,24.21751999855041
13,DeeperDropoutCNN,0.4297874040920716,2.0779994633191685,0.57650655370844,0.4217381894582371,0.427249203821656,2.2143942861799983,0.5569267515923567,0.4241018490036127,23.646310329437256
14,DeeperDropoutCNN,0.4403372762148337,2.027647179258449,0.5883951406649617,0.4329073332774911,0.4379976114649681,2.19861174920562,0.5699641719745223,0.4327405062780695,23.8940372467041
15,DeeperDropoutCNN,0.454243925831202,1.9759896301552464,0.5994445332480819,0.4467204350281508,0.4289410828025478,2.2033158001626374,0.5623009554140127,0.4246946170259414,23.78251266479492
16,DeeperDropoutCNN,0.4622562340153452,1.9350670167552235,0.6095348465473146,0.4550498355939342,0.4244625796178344,2.2340316780053886,0.5580214968152867,0.4253066688232917,24.384253978729248
17,DeeperDropoutCNN,0.4703484654731458,1.8870292671806064,0.6178668478260869,0.4643603880780017,0.4369028662420382,2.206291604953207,0.5723527070063694,0.4327287978581165,23.70569968223572
1,DeeperDropout2CNN,0.0759470907928388,4.0757495152675896,0.1292758951406649,0.0620301650725106,0.1573447452229299,3.576742521516836,0.2440286624203821,0.1285002082327357,31.147984266281128
2,DeeperDropout2CNN,0.1521938938618925,3.5793679120290616,0.2392703005115089,0.135496321593571,0.2200437898089172,3.2421359605849926,0.3298168789808917,0.1952164064771939,23.878262281417847
3,DeeperDropout2CNN,0.1900975063938619,3.340240536443413,0.2937579923273657,0.1737315661021863,0.2694068471337579,3.0188547699314774,0.380374203821656,0.2521886367486917,23.85694909095764
4,DeeperDropout2CNN,0.2207680626598465,3.1888063944819027,0.3283248081841432,0.2056213494459295,0.2900079617834395,2.84948252568579,0.4182921974522293,0.2733785581250165,24.026460647583008
5,DeeperDropout2CNN,0.2411085358056266,3.071013962216389,0.3568773976982097,0.2264181269839874,0.3174761146496815,2.7953065079488573,0.4389928343949044,0.3001564847579725,24.06990432739257
6,DeeperDropout2CNN,0.2585318094629156,2.98472753906494,0.3782968350383631,0.2435326479136775,0.3249402866242038,2.730678096698348,0.45203025477707,0.309311313047114,24.26166343688965
7,DeeperDropout2CNN,0.271639226342711,2.9085246193439453,0.393042679028133,0.2569092394082157,0.3394705414012738,2.6268789935263857,0.4720342356687898,0.3287202125152034,24.568735599517822
8,DeeperDropout2CNN,0.2866048593350384,2.840833273385187,0.4102861253196931,0.2725912002523564,0.3520103503184713,2.5818336192210007,0.4803941082802547,0.3334969634099238,24.641631841659542
9,DeeperDropout2CNN,0.296815057544757,2.777972907666355,0.4219749040920716,0.2839168948371197,0.3583797770700637,2.5157519905430497,0.4895501592356688,0.3450830263781228,27.12711906433105
10,DeeperDropout2CNN,0.3065656969309463,2.7341510685508514,0.4332640664961636,0.2938997665530429,0.364749203821656,2.492254989162372,0.5019904458598726,0.3512938627753313,23.93476366996765
11,DeeperDropout2CNN,0.3151574488491048,2.6803437366205105,0.4423753196930946,0.3033143888796786,0.3665406050955414,2.4602553191458343,0.4976114649681528,0.3515774708859396,23.640942096710205
12,DeeperDropout2CNN,0.3227101982097187,2.636130199865307,0.4519661125319693,0.3101153180372519,0.3782842356687898,2.417978483400527,0.5090565286624203,0.3651228064634151,24.11465358734131
13,DeeperDropout2CNN,0.3310222186700767,2.604875607563712,0.4615968670076726,0.3193291824988204,0.3812699044585987,2.414346711650776,0.5134355095541401,0.3689439075127351,23.504945278167725
14,DeeperDropout2CNN,0.3410326086956521,2.5600962045857365,0.4711277173913043,0.3295754953755874,0.3890326433121019,2.38009514626424,0.5233877388535032,0.377765822971551,23.556342601776123
15,DeeperDropout2CNN,0.3442095588235294,2.535734322064978,0.4786005434782608,0.3335422092395676,0.3947054140127388,2.359688691272857,0.5256767515923567,0.38411465445784,25.230884075164795
16,DeeperDropout2CNN,0.3509031329923274,2.5005319023986,0.4842750959079284,0.3404278168160088,0.3945063694267516,2.369244466162032,0.5208996815286624,0.3852501479589487,23.5193305015564
17,DeeperDropout2CNN,0.3558184143222506,2.4855638693665605,0.4879915281329923,0.3459930858520669,0.3951035031847134,2.356435021017767,0.5270700636942676,0.3855409730189399,23.458158493041992
18,DeeperDropout2CNN,0.360054347826087,2.455653491989731,0.4946251598465473,0.3499450241796187,0.3981886942675159,2.329103834310155,0.5309514331210191,0.3886017727507175,23.467150449752808
19,DeeperDropout2CNN,0.3659087276214833,2.428176960067066,0.5009590792838875,0.3563973180496324,0.3974920382165605,2.3363164306446245,0.5310509554140127,0.3869549213793543,23.468451738357544
20,DeeperDropout2CNN,0.3663882672634271,2.4135389629837194,0.5034566815856778,0.3568710362979844,0.3964968152866242,2.337677351988045,0.5277667197452229,0.3877728557617809,23.464519739151
21,DeeperDropout2CNN,0.3743406329923274,2.3929465922248334,0.5110493925831202,0.3647238326944146,0.4018710191082802,2.304301759239974,0.5330414012738853,0.3932446491272006,23.52661776542664
22,DeeperDropout2CNN,0.3778972186700767,2.3631764657966925,0.5141264386189258,0.3689897935260744,0.4090366242038216,2.2954329404102007,0.5367237261146497,0.4002574337233964,23.906896114349365
23,DeeperDropout2CNN,0.3816136508951406,2.3440705231388512,0.5183623721227621,0.3726175752074834,0.4122213375796178,2.2792167299112696,0.5383160828025477,0.4027149110587128,25.58363580703736
24,DeeperDropout2CNN,0.3832920396419437,2.325786510087035,0.5251558503836317,0.3753157305520352,0.4130175159235669,2.2866693150465656,0.5357285031847133,0.4054997859841062,23.457842588424683
25,DeeperDropout2CNN,0.3874680306905371,2.312059768782857,0.5272937979539642,0.3793176876162645,0.4134156050955414,2.2683784832620315,0.543093152866242,0.4062089000917273,23.829854726791385
26,DeeperDropout2CNN,0.3948809143222506,2.287187211806207,0.5325687340153452,0.3869774417548245,0.4129179936305732,2.2664482099994734,0.5473726114649682,0.4068453603269363,23.674644470214844
27,DeeperDropout2CNN,0.3966592071611253,2.2707704512969307,0.5370843989769821,0.3892160167918932,0.4176950636942675,2.26364421464835,0.5473726114649682,0.4107640940597911,23.55672526359558
28,DeeperDropout2CNN,0.3998161764705882,2.2538125987552924,0.5416000639386189,0.392186737605416,0.4213773885350318,2.2512013912200928,0.5520501592356688,0.4126877446736342,23.46323108673096
29,DeeperDropout2CNN,0.4002157928388747,2.2452189108294904,0.5414202365728901,0.3932358751766991,0.4178941082802547,2.248869649923531,0.5490644904458599,0.4099759081744512,24.970574378967285
30,DeeperDropout2CNN,0.4074688299232736,2.226209628002723,0.5464753836317136,0.3996519680718912,0.4192874203821656,2.2495594115773585,0.5501592356687898,0.4144932804431812,23.449572563171387
31,DeeperDropout2CNN,0.4089673913043478,2.2179149511220206,0.5508711636828645,0.4013107777570938,0.4225716560509554,2.2521032603682984,0.5502587579617835,0.4163355928861063,23.46816182136536
32,DeeperDropout2CNN,0.4134830562659846,2.1988720874042462,0.552829283887468,0.4066747698682194,0.4168988853503185,2.2506364728235138,0.549562101910828,0.4116341199602446,23.67943048477173
1,LeakyReluCNN,0.1888387148337595,3.4123285371629173,0.2816695971867007,0.1754724714143885,0.3062300955414013,2.7880104878905474,0.4275477707006369,0.2883355280127055,23.316266775131226
2,LeakyReluCNN,0.3639905690537084,2.484054532044989,0.4968630115089514,0.3546842780883733,0.3835589171974522,2.4354616889528407,0.511046974522293,0.3740699909242096,23.209688425064087
3,LeakyReluCNN,0.4679907289002558,2.002327964281487,0.604719469309463,0.4624183132858604,0.4294386942675159,2.19346915156978,0.5676751592356688,0.4227086780473137,23.09337949752808
4,LeakyReluCNN,0.5549872122762148,1.6222779413928157,0.6903772378516624,0.5509881681156584,0.4548168789808917,2.1468618151488577,0.5876791401273885,0.4531859687715064,23.184896230697632
5,LeakyReluCNN,0.6372082800511509,1.2718274537712106,0.7704803388746803,0.6349642330849424,0.4549164012738853,2.25895856064596,0.591062898089172,0.4487243539075674,23.60703730583191
6,LeakyReluCNN,0.7218270460358056,0.9517049208626418,0.8397937979539642,0.7205362065885015,0.445859872611465,2.4924763395528124,0.5806130573248408,0.4456669997663879,23.110275268554688
7,LeakyReluCNN,0.7939777813299232,0.6810769679601235,0.897878037084399,0.7933601774427941,0.4433718152866242,2.8258974969766704,0.5683718152866242,0.440763715150943,23.097408771514893
1,LeakyReluDropoutCNN,0.1144900895140665,3.828675937469658,0.1870404411764706,0.1017661137332454,0.2434315286624203,3.153325165912604,0.3568869426751592,0.2245437457007034,25.12147808074951
2,LeakyReluDropoutCNN,0.2284606777493606,3.1535526352465304,0.3397338554987212,0.2153606560379567,0.3194665605095541,2.7363168008767875,0.4400875796178344,0.303150405268949,26.02278470993042
3,LeakyReluDropoutCNN,0.2912204283887468,2.8358034127203706,0.4153412723785166,0.2797036948477113,0.3717157643312102,2.490177442313759,0.4971138535031847,0.3600639104217175,24.99429988861084
4,LeakyReluDropoutCNN,0.337675831202046,2.603274535187675,0.466332320971867,0.3281387481584058,0.3969944267515923,2.3432174138962085,0.5340366242038217,0.3879100064954947,24.51120352745056
5,LeakyReluDropoutCNN,0.3643502237851662,2.4488254752000578,0.5035565856777494,0.3556748208667638,0.412718949044586,2.2547493558021108,0.5475716560509554,0.4031256567173745,24.732930183410645
6,LeakyReluDropoutCNN,0.3960398017902813,2.299343323158791,0.5365648976982097,0.3880909645772137,0.4308320063694267,2.18433148921675,0.5672770700636943,0.4236189593973976,25.284162521362305
7,LeakyReluDropoutCNN,0.4178588554987212,2.195661646020992,0.560821611253197,0.4102659968330984,0.4390923566878981,2.150869358117413,0.5746417197452229,0.4313536124503686,25.434239864349365
8,LeakyReluDropoutCNN,0.4383391943734015,2.097201194757086,0.5820012787723785,0.4321044943863238,0.4476512738853503,2.11736484393952,0.5852906050955414,0.4425103250014918,24.63594937324524
9,LeakyReluDropoutCNN,0.4584398976982097,2.01272500171076,0.602861253196931,0.4526325227295922,0.4553144904458598,2.0940740989272,0.588077229299363,0.4489761945948786,23.83351445198059
10,LeakyReluDropoutCNN,0.4710677749360614,1.9335699462524765,0.6169277493606138,0.4658934434279228,0.4583996815286624,2.0956458832807603,0.5897691082802548,0.4529195317113611,25.57954692840576
11,LeakyReluDropoutCNN,0.4933264066496163,1.854156415938112,0.6371483375959079,0.4888778752899922,0.4651671974522293,2.0837004822530565,0.5991242038216561,0.4605107814636963,24.94542479515076
12,LeakyReluDropoutCNN,0.5055746483375959,1.796441544047402,0.6513946611253197,0.5012474347829833,0.4617834394904458,2.105758030703113,0.59265525477707,0.4535078448125507,25.01917719841004
13,LeakyReluDropoutCNN,0.5177429667519181,1.7424786237194716,0.6626238810741688,0.5136692904453132,0.4694466560509554,2.0815221299031736,0.5986265923566879,0.4649851138252175,26.62380623817444
14,LeakyReluDropoutCNN,0.5264945652173914,1.6960111217730491,0.6724544437340153,0.5222692958314397,0.4704418789808917,2.090586302386728,0.6015127388535032,0.4684440828169411,27.076424837112427
15,LeakyReluDropoutCNN,0.5367647058823529,1.6479379270997498,0.6845628196930946,0.5334124247384626,0.4728304140127388,2.1039040544230465,0.6050955414012739,0.4683557570531602,25.003947496414185
16,LeakyReluDropoutCNN,0.5494325447570333,1.6054821326909468,0.6960717710997443,0.5463076058643079,0.4661624203821656,2.129080219633261,0.5949442675159236,0.4636587674702827,25.554972410202023
1,DeeperBatchNormCNN,0.0852381713554987,3.957993113171414,0.1467391304347826,0.0726481796255536,0.1930732484076433,3.3502244600065194,0.2970740445859872,0.1663320222676003,31.168108463287357
2,DeeperBatchNormCNN,0.1539522058823529,3.4558892478723355,0.2465632992327365,0.1369256462636492,0.2536823248407643,2.9822183019796,0.3772890127388535,0.2325332334770476,27.716763973236084
3,DeeperBatchNormCNN,0.1904571611253196,3.221294239658834,0.2982137148337596,0.1732588147143038,0.3048367834394904,2.742198043568119,0.4378980891719745,0.2844121446327832,26.594675064086918
4,DeeperBatchNormCNN,0.216332320971867,3.0689568519592285,0.3350383631713555,0.1993727784314623,0.3265326433121019,2.6104661446468085,0.4637738853503185,0.3015501953151674,26.188448905944824
5,DeeperBatchNormCNN,0.2414082480818414,2.9477838082691594,0.3656289961636829,0.2240208603151695,0.3505175159235669,2.51955710702641,0.4881568471337579,0.3294063243614267,33.28538250923157
6,DeeperBatchNormCNN,0.2608096227621483,2.8388662877899917,0.3866687979539642,0.243514164689437,0.3603702229299363,2.468670640781427,0.4990047770700637,0.3417968221552497,33.43766212463379
7,DeeperBatchNormCNN,0.2748161764705882,2.746688707100461,0.4071091751918158,0.2577680919765573,0.3874402866242038,2.364401780875625,0.5283638535031847,0.3718065600161139,28.710617780685425
8,DeeperBatchNormCNN,0.2918398337595907,2.666856525804076,0.4254515664961636,0.2756018116332791,0.3915207006369426,2.3132924767816143,0.5336385350318471,0.3764937541316064,28.49869108200073
9,DeeperBatchNormCNN,0.3049872122762148,2.593981704138734,0.4422953964194373,0.2887498650346747,0.4090366242038216,2.252163470930354,0.5526472929936306,0.3951247879611314,27.425957202911377
10,DeeperBatchNormCNN,0.315477141943734,2.52788389277885,0.4551430626598465,0.3001128996064828,0.4119227707006369,2.206690427603995,0.5532444267515924,0.3950357541375225,31.138376474380493
11,DeeperBatchNormCNN,0.3301230818414322,2.4578879785049907,0.4727461636828644,0.3156244439505032,0.4215764331210191,2.187876910920356,0.56140525477707,0.4136741275738302,29.84461641311645
12,DeeperBatchNormCNN,0.3396938938618926,2.403225848436965,0.4819773017902813,0.3259006335639537,0.4257563694267516,2.164571995947771,0.5699641719745223,0.4142199406297246,28.918190002441406
13,DeeperBatchNormCNN,0.3541000639386189,2.3333188226765684,0.5013387148337596,0.3407153881087615,0.4271496815286624,2.1539398932912546,0.5653861464968153,0.4153953067493507,29.76655602455139
14,DeeperBatchNormCNN,0.3643102621483376,2.276986164662539,0.5123881074168798,0.3514068468424923,0.4236664012738853,2.17801102559278,0.56140525477707,0.4169455946742765,28.08436250686645
15,DeeperBatchNormCNN,0.3759590792838874,2.227614305665731,0.5263347186700768,0.3636035055827222,0.4390923566878981,2.105812111477943,0.5776273885350318,0.4307799427336624,28.115545749664307
16,DeeperBatchNormCNN,0.38590952685422,2.184752578473152,0.5346667199488491,0.3741169383217776,0.4340167197452229,2.1239872252105907,0.5753383757961783,0.425431128882915,27.271503686904907
17,DeeperBatchNormCNN,0.3990369245524297,2.1178474952192867,0.5493126598465473,0.3878786878505908,0.4442675159235669,2.060447011783624,0.5847929936305732,0.4354451363349224,27.011164903640747
18,DeeperBatchNormCNN,0.4081681585677749,2.0656377825590657,0.5628996163682864,0.3973589639079677,0.4492436305732484,2.059355879285533,0.5868829617834395,0.4442419576141966,32.908411741256714
19,DeeperBatchNormCNN,0.418158567774936,2.018761533453032,0.5708919437340153,0.4076075603992808,0.4511345541401274,2.054714983435953,0.5943471337579618,0.4463883202667864,28.80935549736023
20,DeeperBatchNormCNN,0.4275695332480818,1.962874125794072,0.5882153132992327,0.4182140998232062,0.4503383757961783,2.083524817114423,0.5879777070063694,0.4455871034044453,25.6777663230896
21,DeeperBatchNormCNN,0.4383991368286445,1.9277495465924976,0.5938898657289002,0.4292846208927081,0.4540207006369426,2.0687382821064846,0.5917595541401274,0.4498514256470142,25.579646825790405
22,DeeperBatchNormCNN,0.4495883951406649,1.8720041447893128,0.6070971867007673,0.4404976487794663,0.4482484076433121,2.093441300331407,0.586484872611465,0.4462753755481122,31.189695358276367
1,tralalaCNN,0.13564977621483376,3.695479025011477,0.21665201406649617,0.12381157611925485,0.2799562101910828,2.9366250979672572,0.3973925159235669,0.2500578342839711,47.72166848182678
2,tralalaCNN,0.2437060421994885,3.057097702684915,0.3592151534526854,0.2306304934600498,0.3500199044585987,2.5667685809408782,0.4776074840764331,0.3250545266993414,47.1607460975647
3,tralalaCNN,0.3024696291560102,2.7440214852237945,0.4289681905370844,0.29085513372958594,0.4059514331210191,2.269007406416972,0.5440883757961783,0.39188807938594955,44.92526149749756
4,tralalaCNN,0.34558823529411764,2.5326558327126074,0.47794117647058826,0.33526464971025816,0.4406847133757962,2.1075629831119707,0.5793192675159236,0.4283277472646179,48.42894124984741
5,tralalaCNN,0.37541959718670076,2.389928458444298,0.5124480498721228,0.3661967025365363,0.46636146496815284,1.99376265714123,0.6062898089171974,0.4538469828757002,47.57068943977356
6,tralalaCNN,0.403272858056266,2.260671049890006,0.5439178388746803,0.3952203785415273,0.4922372611464968,1.9024461006662647,0.6256966560509554,0.48108210076658303,47.97479057312012
7,tralalaCNN,0.4270700127877238,2.1493919618294366,0.5692135549872123,0.41927112211903,0.4997014331210191,1.8380257529058275,0.636046974522293,0.49259375482946616,48.57739543914795
8,tralalaCNN,0.4445332480818414,2.0662909145550348,0.5866967710997443,0.437662118375893,0.5146297770700637,1.7733742940198085,0.6529657643312102,0.5068021576812513,50.860679149627686
9,tralalaCNN,0.4622762148337596,1.9768105835256065,0.6083559782608695,0.4557482576546182,0.5315485668789809,1.7119790163769084,0.6638136942675159,0.5238938173163277,48.12280321121216
10,tralalaCNN,0.4827165920716113,1.8870693199774797,0.6300751278772379,0.47652071846799,0.5418988853503185,1.6847306884777773,0.6762539808917197,0.5347451227524167,48.08497643470764
11,tralalaCNN,0.49862132352941174,1.8296856230787,0.6424032928388747,0.49306141660656705,0.5480692675159236,1.6674548600130021,0.6815286624203821,0.5414471274900698,47.66537642478943
12,tralalaCNN,0.5112292199488491,1.7719280579510857,0.6548513427109974,0.5059642153288713,0.5513535031847133,1.6370379727357511,0.6884952229299363,0.5449345386231486,47.71065068244934
13,tralalaCNN,0.5269541240409207,1.7059918396613176,0.6683783567774936,0.5222174691688463,0.5537420382165605,1.6059346282558076,0.6957603503184714,0.5461773601579176,50.997846364974976
14,tralalaCNN,0.5355458759590793,1.655136551469793,0.6815856777493606,0.5308719026262042,0.5564291401273885,1.5959831483804496,0.6926751592356688,0.5477965888218124,52.463294506073
15,tralalaCNN,0.5485933503836317,1.605364009699858,0.695931905370844,0.54447493097779,0.5653861464968153,1.5665323544459737,0.6987460191082803,0.5579923401591111,52.54088258743286
16,tralalaCNN,0.5586237212276215,1.5578367721546642,0.7043837915601023,0.5546843118688282,0.5712579617834395,1.5565096189262002,0.7005374203821656,0.5654155264486392,54.827170848846436
17,tralalaCNN,0.5692734974424553,1.5177147448672663,0.7117966751918159,0.5656518377689782,0.570859872611465,1.5509189803888843,0.7062101910828026,0.5644136772997677,55.66005992889404
18,tralalaCNN,0.5766664002557544,1.4819555046308377,0.7187699808184144,0.5730110773723489,0.5767316878980892,1.5292683323477483,0.7116839171974523,0.5697728710744044,54.396918535232544
19,tralalaCNN,0.5842391304347826,1.4441572492537291,0.7262827685421995,0.5807499239337026,0.5750398089171974,1.5503766065949847,0.7064092356687898,0.5690834733736018,52.970895767211914
20,tralalaCNN,0.5938499040920716,1.4105473318520714,0.7353940217391305,0.5904883364528264,0.576234076433121,1.5219113431918394,0.7125796178343949,0.5706889813236362,56.71082353591919
21,tralalaCNN,0.6012228260869565,1.3782260209093313,0.7444653132992327,0.5983094960913656,0.5799164012738853,1.5158816883518438,0.7137738853503185,0.5745972285444415,56.30268311500549
22,tralalaCNN,0.6118726023017903,1.339369846884247,0.7537963554987213,0.6094520477832546,0.587281050955414,1.500161115910597,0.7184514331210191,0.5842154721452761,54.30380201339722
23,tralalaCNN,0.6147898017902813,1.3214516461352863,0.7576126918158568,0.6123154849357151,0.5834992038216561,1.5215332796619196,0.7117834394904459,0.5782136402040885,55.21337914466858
24,tralalaCNN,0.6237811700767263,1.2843491969358585,0.7639066496163683,0.6213218383806205,0.5830015923566879,1.5039308044561155,0.7166600318471338,0.5797253011258562,51.99951243400574
25,tralalaCNN,0.6311141304347826,1.2591147059979646,0.7717391304347826,0.6288952826896356,0.5883757961783439,1.5051196821176323,0.7200437898089171,0.5854692976309458,53.31461143493652
